"id","book_id","author_name","created_at","updated_at"
63,"96","Lauren Weisberger","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
64,"97","Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
65,"98","Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
66,"99","Jeannette Walls","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
67,"100","Jon Krakauer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
68,"101","Charles Dickens, Richard Maxwell, Hablot Knight Browne","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
69,"102","Michael Crichton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
70,"103","Shel Silverstein","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
71,"104","John Grisham","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
72,"105","Elie Wiesel, Marion Wiesel","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
73,"106","John Green","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
74,"107","William Goldman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
75,"108","S.E. Hinton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
76,"109","James Dashner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
77,"110","Steven D. Levitt, Stephen J. Dubner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
78,"111","Frances Hodgson Burnett","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
79,"112","Gabriel García Márquez, Gregory Rabassa","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
80,"113","Oscar Wilde, Jeffrey Eugenides","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
81,"114","E.L. James","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
82,"115","Bram Stoker, Nina Auerbach, David J. Skal","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
83,"116","Stieg Larsson, Reg Keeland","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
84,"117","E.L. James","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
85,"118","Barbara Kingsolver","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
86,"119","David Sedaris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
87,"120","Maurice Sendak","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
88,"121","Alexandre Dumas, Robin Buss","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
89,"122","Cormac McCarthy","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
90,"123","Veronica Roth","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
91,"124","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
92,"125","Sophie Kinsella","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
93,"126","Victor Hugo, Lee Fahnestock, Norman MacAfee","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
94,"127","George R.R. Martin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
95,"128","Kim Edwards","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
96,"129","Jojo Moyes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
97,"130","Joseph Heller","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
98,"131","Mitch Albom, Saulius Dagys","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
99,"132","Jeffrey Eugenides","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
100,"133","Mark Twain, Guy Cardwell, John Seelye","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
101,"134","Madeleine L'Engle","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
102,"135","Amy Tan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
103,"136","Margaret Atwood","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
104,"137","Ann Brashares","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
105,"138","Gregory Maguire, Douglas Smith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
106,"139","John Grisham","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
107,"140","Emma Donoghue","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
108,"141","William Shakespeare, Richard Andrews, Rex Gibson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
109,"142","Frank Herbert","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
110,"143","Malcolm Gladwell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
111,"144","Walter Isaacson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
112,"145","Ken Kesey","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
113,"146","Ernest Hemingway","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
114,"147","John Steinbeck","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
115,"148","L.M. Montgomery","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
116,"149","Cassandra Clare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
117,"150","George R.R. Martin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
118,"151","Rebecca Wells","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
119,"152","Diana Gabaldon","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
120,"153","Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
121,"154","Ransom Riggs","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
122,"155","Stieg Larsson, Reg Keeland","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
123,"156","Andy Weir","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
124,"157","Ken Follett","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
125,"158","Laura Hillenbrand","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
126,"159","Dan Brown","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
127,"160","Donna Tartt","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
128,"161","Jay Asher","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
129,"162","Tracy Chevalier","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
130,"163","Gayle Forman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
131,"164","Anita Diamant","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
132,"165","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
133,"166","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
134,"167","Cassandra Clare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
135,"168","William Shakespeare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
136,"169","J.R.R. Tolkien","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
137,"170","Emily Giffin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
138,"171","Dr. Seuss, לאה נאור","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
139,"172","Roald Dahl, Quentin Blake","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
140,"173","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
141,"174","Charles Dickens","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
142,"175","J.R.R. Tolkien","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
143,"176","Rainbow Rowell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
144,"177","George R.R. Martin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
145,"178","Ally Condie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
146,"179","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
147,"180","Neil Gaiman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
148,"181","Stephen King, Bernie Wrightson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
149,"182","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
150,"183","Dan Brown","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
151,"184","Jane Austen, Fiona Stafford","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
152,"185","Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
153,"186","Anthony Burgess","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
154,"187","William Paul Young","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
155,"188","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
156,"189","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
157,"190","Fyodor Dostoyevsky, David McDuff","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
158,"191","Sylvia Plath","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
159,"192","Frank McCourt","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
160,"193","Hermann Hesse, Hilda Rosner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
161,"194","Truman Capote","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
162,"195","Kami Garcia, Margaret Stohl","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
163,"196","Cassandra Clare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
164,"197","Roald Dahl, Quentin Blake","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
165,"198","Erin Morgenstern","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
166,"199","Philippa Gregory","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
167,"200","Scott Westerfeld","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
168,"201","J.R.R. Tolkien","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
169,"202","Cheryl Strayed","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
170,"203","Alan Moore, Dave Gibbons, John Higgins","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
171,"204","Patrick Rothfuss","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
172,"205","Malcolm Gladwell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
173,"206","Herman Melville, Andrew Delbanco, Tom Quirk","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
174,"207","Mary Ann Shaffer, Annie Barrows","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
175,"208","Chuck Palahniuk","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
176,"209","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
177,"210","Alice Walker","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
178,"211","John Grogan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
179,"212","Agatha Christie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
180,"213","Dan Brown","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
181,"214","Becca Fitzpatrick","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
182,"215","Anne Rice","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
183,"216","Kiera Cass","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
184,"217","Janet Evanovich","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
185,"218","Rebecca Skloot","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
186,"219","Thomas Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
187,"220","Malcolm Gladwell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
188,"221","Ian McEwan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
189,"222","Franz Kafka, Stanley Corngold","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
190,"223","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
191,"224","Garth Stein","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
192,"225","Erik Larson, Tony Goldwyn","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
193,"226","Sylvia Day","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
194,"227","C.S. Lewis, Pauline Baynes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
195,"228","Dave Pelzer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
196,"229","Robert Ludlum","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
197,"230","Eoin Colfer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
198,"231","Lauren Kate","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
199,"232","John Steinbeck","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
200,"233","Gillian Flynn","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
201,"234","Lauren Oliver","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
202,"235","John Grisham","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
203,"236","Emma McLaughlin, Nicola Kraus","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
204,"237","Lewis Carroll, John Tenniel, Martin Gardner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
205,"238","Jane Austen, James Kinsley, Deidre Shauna Lynch","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
206,"239","Tatiana de Rosnay","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
207,"240","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
208,"241","Gabriel García Márquez, Edith Grossman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
209,"242","Laurie Halse Anderson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
210,"243","Liane Moriarty","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
211,"244","Jon Krakauer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
212,"245","Augusten Burroughs","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
213,"246","Max Brooks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
214,"247","Dan Brown","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
215,"248","Lois Lowry","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
216,"249","James Patterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
217,"250","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
218,"251","Gillian Flynn","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
219,"252","Katherine Paterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
220,"253","P.C. Cast, Kristin Cast","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
221,"254","Stephen R. Covey","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
222,"255","William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
223,"256","Jonathan Safran Foer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
224,"257","R.J. Palacio","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
225,"258","Dr. Seuss","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
226,"259","Marissa Meyer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
227,"260","Jennifer Weiner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
228,"261","Robert Galbraith, J.K. Rowling","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
229,"262","Maggie Stiefvater","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
230,"263","Ayn Rand, Leonard Peikoff","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
231,"264","Greg Mortenson, David Oliver Relin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
232,"265","Carlos Ruiz Zafón, Lucia Graves","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
233,"266","James Dashner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
234,"267","Dale Carnegie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
235,"268","Frances Mayes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
236,"269","Liane Moriarty","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
237,"270","Gail Carson Levine","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
238,"271","Ernest Hemingway","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
239,"272","Betty  Smith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
240,"273","James Patterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
241,"274","Kristin Hannah","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
242,"275","Kazuo Ishiguro","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
243,"276","Cecelia Ahern","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
244,"277","Daphne du Maurier, Sally Beauman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
245,"278","Daniel Keyes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
246,"279","Laura Esquivel, Thomas  Christensen, Carol Christensen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
247,"280","Lisa See","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
248,"281","Mario Puzo, Robert Thompson, Peter Bart","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
249,"282","John Green","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
250,"283","Isaac Asimov","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
251,"284","Neil Gaiman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
252,"285","Shel Silverstein","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
253,"286","John Tiffany, Jack Thorne, J.K. Rowling","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
254,"287","Colleen McCullough","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
255,"288","John Grisham","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
256,"289","Neil Gaiman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
257,"290","Terry Pratchett, Neil Gaiman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
258,"291","Jack Kerouac","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
